City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,constitucion,-35.3333,-72.4167,285.47,83,97,4.6,CL,1702353377
364,mu'minobod,38.1085,70.0285,276.5,99,100,3.44,TJ,1702353378
365,balassagyarmat,48.073,19.2961,274.45,100,99,1.44,HU,1702353378
366,mata-utu,-13.2816,-176.1745,300.6,74,100,5.43,WF,1702353379
367,tomakomai,42.6369,141.6033,274.02,86,75,6.17,JP,1702353379
368,chul'man,56.8479,124.9104,240.39,97,100,2.0,RU,1702353380
369,ceerigaabo,10.6162,47.368,286.72,79,87,1.35,SO,1702353381
370,ulaangom,49.9811,92.0667,249.97,90,100,0.15,MN,1702353381
371,lerwick,60.1545,-1.1494,277.15,70,95,3.08,GB,1702353382
372,saint-philippe,-21.3585,55.7679,299.92,74,66,3.84,RE,1702353382
373,urangan,-25.3,152.9,299.38,60,7,6.68,AU,1702353382
374,island harbour,50.724,-1.2758,285.89,94,98,3.13,GB,1702353383
375,trevelin,-43.0858,-71.4639,282.86,89,96,2.0,AR,1702353384
376,sisimiut,66.9395,-53.6735,271.4,98,100,4.71,GL,1702353384
377,new norfolk,-42.7826,147.0587,297.43,24,84,2.21,AU,1702353385
378,sabang,5.8933,95.3214,300.26,77,93,1.31,ID,1702353385
379,mogocha,53.7333,119.7667,247.3,74,6,0.84,RU,1702353386
380,wagar,16.1525,36.2032,296.82,63,4,3.52,SD,1702353386
381,mooirivier,-29.2082,29.9946,284.81,86,45,1.19,ZA,1702353387
382,arys,42.4252,68.795,258.84,67,0,4.41,KZ,1702353387
383,queenstown,-31.8976,26.8753,289.6,70,0,1.29,ZA,1702353389
384,shanwei,22.782,115.3475,299.68,64,2,4.47,CN,1702353389
385,chernyshevsk,52.5243,117.0174,244.05,90,10,1.06,RU,1702353390
386,pisco,-13.7,-76.2167,293.18,83,0,5.14,PE,1702353390
387,mananjary,-21.2167,48.3333,299.32,81,28,1.53,MG,1702353391
388,paita,-5.0892,-81.1144,294.43,79,16,5.66,PE,1702353391
389,saint-joseph,-21.3667,55.6167,299.52,72,54,3.98,RE,1702353392
390,grants,35.1473,-107.8514,273.28,43,0,1.54,US,1702353392
391,zeya,53.75,127.2667,248.42,69,2,1.24,RU,1702353393
392,ugoofaaru,5.6667,73.0,299.64,77,92,5.43,MV,1702353393
393,lompoc,34.6391,-120.4579,285.55,94,0,2.06,US,1702353208
394,castillos,-34.1667,-53.8333,291.05,94,99,3.84,UY,1702353394
395,fortaleza,-3.7227,-38.5247,301.05,78,75,4.12,BR,1702353395
396,prado,-17.3411,-39.2208,298.3,86,100,5.9,BR,1702353395
397,forio,40.7342,13.8646,289.16,92,66,0.45,IT,1702353396
398,kerikeri,-35.2268,173.9474,293.66,61,1,1.79,NZ,1702353396
399,monte caseros,-30.2536,-57.6363,293.08,89,0,3.93,AR,1702353397
400,lumberton,34.6182,-79.0086,275.2,100,0,0.0,US,1702353397
401,magadi,12.9667,77.2333,296.24,69,86,4.13,IN,1702353398
402,tobol'sk,58.2,68.2667,244.04,97,21,2.68,RU,1702353398
403,kenai,60.5544,-151.2583,271.01,100,75,2.06,US,1702353399
404,kenora,49.8167,-94.4337,266.69,86,100,7.2,CA,1702353400
405,mary,37.0,62.5,274.87,62,100,3.15,TM,1702353400
406,marsh harbour,26.5412,-77.0636,295.8,76,100,7.98,BS,1702353401
407,hovd,48.0056,91.6419,256.8,81,100,0.77,MN,1702353401
408,anacapri,40.5558,14.2136,287.88,88,0,0.0,IT,1702353401
409,ghat,24.9647,10.1728,283.63,40,0,1.4,LY,1702353402
410,mombetsu,44.3525,143.3525,271.16,86,75,2.06,JP,1702353403
411,bar-sur-aube,48.25,4.5833,283.34,97,100,3.4,FR,1702353403
412,benicarlo,40.4165,0.4271,290.13,62,100,0.8,ES,1702353404
413,constantia,44.1833,28.65,273.54,80,84,3.51,RO,1702353404
414,gisborne,-38.6533,178.0042,292.51,54,75,5.81,NZ,1702353405
415,rancho palos verdes,33.7445,-118.387,290.53,56,47,2.36,US,1702353327
416,slave lake,55.2834,-114.769,261.14,79,0,2.57,CA,1702353157
417,taoudenni,22.6783,-3.9836,290.99,30,19,4.85,ML,1702353406
418,andergrove,-21.0833,149.1833,299.62,87,88,9.7,AU,1702353406
419,shilovo,54.3204,40.874,265.72,93,100,8.75,RU,1702353406
420,kingston,17.997,-76.7936,300.68,74,20,3.09,JM,1702353203
421,mana,5.6592,-53.7767,298.5,92,27,2.96,GF,1702353407
422,necochea,-38.5473,-58.7368,291.17,81,35,7.98,AR,1702353408
423,gremyachinsk,58.5603,57.851,239.0,99,90,1.73,RU,1702353408
424,tromso,69.6496,18.957,267.16,93,100,1.03,NO,1702353408
425,bovalino,38.149,16.174,290.01,71,27,3.11,IT,1702353409
426,robore,-18.3333,-59.75,297.78,81,36,1.47,BO,1702353409
427,andreapol',56.6513,32.2664,269.81,95,100,4.43,RU,1702353410
428,novoorsk,51.381,58.9813,240.51,85,7,4.85,RU,1702353410
429,camana,-16.6228,-72.7111,293.36,85,71,2.59,PE,1702353410
430,itoman,26.1247,127.6694,295.58,92,75,8.23,JP,1702353411
431,vilhena,-12.7406,-60.1458,295.14,87,87,1.17,BR,1702353411
432,darnah,32.767,22.6367,290.0,73,13,6.34,LY,1702353412
433,peace river,56.2501,-117.286,262.32,85,0,2.57,CA,1702353412
434,nyurba,63.2842,118.3319,242.92,99,99,2.17,RU,1702353412
435,keetmanshoop,-26.5833,18.1333,291.66,34,0,3.09,NA,1702353413
436,ts'khinvali,42.2276,43.9686,276.93,97,100,2.98,GE,1702353413
437,skeldon,5.8833,-57.1333,297.29,94,100,2.07,GY,1702353414
438,basco,20.4487,121.9702,299.49,75,59,5.56,PH,1702353414
439,banikoara,11.2985,2.4386,293.08,23,9,3.87,BJ,1702353415
440,vila franca do campo,37.7167,-25.4333,286.38,81,56,2.73,PT,1702353415
441,zharkent,44.1628,80.0,267.43,87,100,6.88,KZ,1702353416
442,la carolina,38.2756,-3.6153,283.95,65,100,0.18,ES,1702353416
443,ar ruways,24.1103,52.7306,294.41,67,44,2.46,AE,1702353416
444,la ligua,-32.4524,-71.2311,288.6,80,1,0.99,CL,1702353417
445,sinop,41.7711,34.8709,279.86,87,99,0.38,TR,1702353417
446,zhangjiakou,40.81,114.8794,268.86,83,73,1.94,CN,1702353418
447,sarangani,5.4033,125.4636,301.16,77,82,7.97,PH,1702353418
448,luziania,-16.2525,-47.9503,295.98,85,85,0.94,BR,1702353418
449,rudnya,54.947,31.0934,273.1,98,100,5.92,RU,1702353419
450,franceville,-1.6333,13.5836,295.07,98,100,0.82,GA,1702353419
451,ridder,50.355,83.5133,255.8,90,100,1.31,KZ,1702353420
452,mammoth lakes,37.6485,-118.9721,275.55,33,0,3.6,US,1702353126
453,bandundu,-3.3167,17.3667,294.74,98,100,1.16,CD,1702353420
454,maxixe,-23.8597,35.3472,301.05,88,75,2.68,MZ,1702353421
455,paphos,34.7667,32.4167,285.03,76,20,3.6,CY,1702353148
456,turtas,58.9417,69.1325,243.55,95,26,1.95,RU,1702353422
457,camarinas,43.1311,-9.1817,288.81,91,100,7.71,ES,1702353422
458,ketchikan,55.3422,-131.6461,278.14,87,75,6.17,US,1702353234
459,uniao dos palmares,-9.1628,-36.0319,295.92,96,3,1.43,BR,1702353423
460,ust'-kut,56.7938,105.7672,244.35,94,92,0.34,RU,1702353424
461,zaozersk,69.4005,32.4476,255.41,98,34,3.92,RU,1702353424
462,kiama,-34.6833,150.8667,301.14,72,77,3.96,AU,1702353425
463,puerto san jose,13.9256,-90.8244,299.15,59,0,3.25,GT,1702353425
464,essaouira,31.5125,-9.77,288.87,47,96,2.57,MA,1702353428
465,nova vicosa,-17.8919,-39.3719,298.37,85,99,6.47,BR,1702353300
466,figuig (centre),32.1089,-1.2286,285.1,47,75,1.29,MA,1702353429
467,antofagasta,-23.65,-70.4,291.75,78,67,2.78,CL,1702353258
468,badger,64.8,-147.5333,266.29,82,100,3.09,US,1702353430
469,nar'yan-mar,67.6713,53.087,258.81,92,100,7.02,RU,1702353431
470,malango,-2.9627,119.9001,300.63,70,93,0.88,ID,1702353431
471,bhuban,20.8833,85.8333,296.03,40,1,0.61,IN,1702353432
472,inarajan village,13.2736,144.7484,304.69,85,19,6.41,GU,1702353432
473,poso,-1.3959,120.7524,303.82,64,33,2.4,ID,1702353433
474,kayyerkan,69.3786,87.7439,250.2,98,100,3.47,RU,1702353433
475,dongcun,36.7767,121.1597,273.9,80,38,5.08,CN,1702353434
476,yangjiang,21.85,111.9667,301.33,59,9,3.26,CN,1702353434
477,gizo,-8.103,156.8419,301.43,74,94,4.45,SB,1702353435
478,sisli,41.0605,28.9872,280.99,93,75,0.0,TR,1702353435
479,solnechnyy,50.7214,136.6319,248.17,83,35,2.39,RU,1702353436
480,holualoa,19.6228,-155.9522,298.06,88,75,3.09,US,1702353436
481,rensselaer,42.7168,-73.4829,272.58,79,75,4.24,US,1702353437
482,campo mourao,-24.0456,-52.3831,292.84,84,12,2.36,BR,1702353438
483,mar del plata,-38.0023,-57.5575,293.16,87,0,11.62,AR,1702353348
484,brigantine,39.4101,-74.3646,276.48,68,0,3.6,US,1702353423
485,ingleside,27.8778,-97.2117,291.47,69,40,4.63,US,1702353440
486,karratha,-20.7377,116.8463,306.35,23,0,6.19,AU,1702353440
487,terme,41.2092,36.9739,284.64,93,100,2.06,TR,1702353441
488,whistler,50.1164,-122.9695,272.35,95,100,1.38,CA,1702353233
489,kidal,18.4411,1.4078,290.0,37,0,8.13,ML,1702353442
490,tingo maria,-9.2895,-76.0088,294.63,97,61,0.92,PE,1702353443
491,saint-pierre,-21.3393,55.4781,300.13,65,0,7.2,RE,1702353443
492,bardai,11.65,7.2333,285.59,41,0,4.65,NG,1702353444
493,guiberoua,6.2392,-6.1727,295.42,99,27,0.89,CI,1702353445
494,pankrushikha,53.8319,80.3406,245.41,90,9,5.57,RU,1702353445
495,bealanana,-14.55,48.7333,292.4,86,93,1.46,MG,1702353446
496,inari,68.906,27.0288,258.26,99,31,2.11,FI,1702353447
497,muroto-misakicho,33.2833,134.15,292.47,83,28,0.68,JP,1702353447
498,knyaze-volkonskoye,48.4642,135.4567,252.75,85,10,5.81,RU,1702353447
499,pirallahi,40.4723,50.333,281.23,81,100,10.76,AZ,1702353448
500,laguna,38.421,-121.4238,282.54,75,0,0.0,US,1702353166
501,novyy urgal,51.0736,132.5642,246.92,81,60,0.4,RU,1702353449
502,howard springs,-12.497,131.047,309.25,66,70,3.21,AU,1702353449
503,at taraf,25.3628,49.725,285.45,53,27,1.83,SA,1702353450
504,trincomalee,8.5711,81.2335,300.53,77,100,6.61,LK,1702353450
505,big bend,-26.8167,31.9333,293.79,94,93,1.1,SZ,1702353451
506,elele,5.1009,6.8141,294.16,94,20,0.0,NG,1702353451
507,kratie,12.4881,106.0188,304.5,44,100,4.35,KH,1702353452
508,colonia,50.9333,6.95,281.64,77,75,3.09,DE,1702353452
509,fomboni,-12.28,43.7425,301.16,75,34,4.46,KM,1702353453
510,monrovia,6.3005,-10.7969,298.02,78,5,0.39,LR,1702353453
511,barra de santo antonio,-9.4047,-35.5072,296.75,80,4,3.51,BR,1702353454
512,jiutai,44.1525,125.8328,257.34,50,4,2.48,CN,1702353454
513,soller,39.7662,2.7152,287.79,81,40,0.89,ES,1702353455
514,sehwan,26.4279,67.863,295.19,18,70,1.36,PK,1702353455
515,horta,38.5333,-28.6333,286.49,78,4,2.68,PT,1702353456
516,baoro,5.6667,15.9667,294.11,30,100,3.01,CF,1702353456
517,tutoia,-2.7619,-42.2744,299.93,81,58,5.92,BR,1702353456
518,aswan,24.0934,32.907,288.76,33,0,2.57,EG,1702353457
519,pagar alam,-4.0167,103.2667,301.72,61,67,0.97,ID,1702353457
520,ko pha ngan,9.7578,100.0291,300.53,76,100,5.08,TH,1702353458
521,guelmim,28.987,-10.0574,290.74,31,95,3.93,MA,1702353458
522,pickering,43.9001,-79.1329,274.56,72,100,2.06,CA,1702353328
523,pimenta bueno,-11.6725,-61.1936,296.57,96,100,0.78,BR,1702353459
524,port macquarie,-31.4333,152.9167,300.87,59,0,4.59,AU,1702353306
525,zhanibek,49.4167,46.85,263.15,46,100,10.35,KZ,1702353460
526,la passe,45.5549,-0.8967,286.28,91,100,3.4,FR,1702353460
527,borogontsy,62.6683,131.1683,241.04,97,100,1.53,RU,1702353461
528,yeppoon,-23.1333,150.7333,302.03,69,69,8.77,AU,1702353461
529,ha'il,27.5219,41.6907,285.16,30,0,3.09,SA,1702353462
530,yeniseysk,58.4497,92.1703,239.79,97,78,0.89,RU,1702353463
531,al khawr,25.7667,51.3167,293.86,66,50,2.46,QA,1702353463
532,palmer,42.1584,-72.3287,275.45,59,20,8.23,US,1702353463
533,mahibadhoo,3.7833,72.9667,301.44,74,96,2.61,MV,1702353464
534,dera bugti,29.0307,69.151,291.97,14,19,2.02,PK,1702353464
535,as saffaniyah,27.9708,48.73,293.94,43,96,1.62,SA,1702353464
536,amble,55.3333,-1.5833,279.99,100,75,6.17,GB,1702353465
537,basse-terre,16.1667,-61.6667,297.92,83,20,2.06,GP,1702353465
538,gallup,35.5281,-108.7426,273.57,69,0,0.0,US,1702353466
539,tralee,52.2704,-9.7026,280.05,94,100,1.78,IE,1702353466
540,labytnangi,66.6572,66.4183,249.3,96,100,3.91,RU,1702353466
541,mormugao,15.4,73.8,301.74,51,40,3.6,IN,1702353467
542,berezovyy,51.6667,135.7,253.99,51,0,1.99,RU,1702353467
543,akureyri,65.6835,-18.0878,262.11,92,20,1.03,IS,1702353468
544,belyy yar,53.6039,91.3903,241.09,75,40,0.0,RU,1702353468
545,ajdabiya,30.7554,20.2263,288.83,76,4,4.2,LY,1702353468
546,roslavl',53.9528,32.8639,273.12,98,100,4.98,RU,1702353469
547,amga,60.8953,131.9608,245.69,93,100,3.18,RU,1702353469
548,orapa,-21.2833,25.3667,296.49,65,61,2.65,BW,1702353470
549,vershino-darasunskiy,52.35,115.5167,247.85,78,18,0.67,RU,1702353470
550,turgen,43.4006,77.5933,260.22,96,100,3.92,KZ,1702353470
551,serpa,37.9458,-7.5975,286.13,89,100,2.63,PT,1702353471
552,hasaki,35.7333,140.8333,288.31,90,100,7.14,JP,1702353471
553,brandon,27.9378,-82.2859,286.97,81,0,4.02,US,1702353472
554,beneditinos,-5.45,-42.3667,301.04,55,95,1.45,BR,1702353472
555,thanh hoa,19.8,105.7667,299.12,75,55,2.6,VN,1702353472
556,balikpapan,-1.2675,116.8289,302.7,79,40,2.57,ID,1702353473
557,apatity,67.5641,33.4031,251.85,100,85,0.43,RU,1702353473
558,kiffa,16.6166,-11.4045,292.7,17,66,3.39,MR,1702353473
559,denison,33.7557,-96.5367,283.25,54,0,3.6,US,1702353474
560,si sa ket,14.8333,104.3333,304.18,48,100,2.2,TH,1702353474
561,lusambo,-4.9667,23.45,294.18,99,100,0.52,CD,1702353475
562,zemio,5.0314,25.1361,297.57,65,100,1.4,CF,1702353475
563,naze,28.3667,129.4833,293.66,80,96,7.81,JP,1702353475
564,saudarkrokur,65.7461,-19.6394,267.36,93,96,2.95,IS,1702353476
565,borkum,53.5809,6.6915,280.34,89,95,2.18,DE,1702353476
566,san pedro,14.35,121.0167,305.57,64,20,3.09,PH,1702353476
567,mo i rana,66.3128,14.1428,257.41,85,100,2.57,NO,1702353477
568,baskil,38.5679,38.8238,279.62,91,98,2.39,TR,1702353477
569,savanna-la-mar,18.219,-78.1332,300.12,89,97,2.24,JM,1702353478
570,novobureyskiy,49.798,129.8774,247.11,81,12,2.14,RU,1702353478
571,kindu,-2.95,25.95,293.62,99,100,1.14,CD,1702353479
572,chui,-33.6971,-53.4616,291.52,93,75,4.48,UY,1702353479
573,hasanpur,28.7167,78.2833,289.79,28,0,1.75,IN,1702353480
574,barakani,-12.1356,44.4317,300.69,76,64,1.98,KM,1702353480
575,tongouson,5.0214,120.1328,301.59,72,77,1.66,PH,1702353480
576,vayalar,9.7,76.3333,302.6,79,76,1.7,IN,1702353481
